open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-11-27 03:21:00+00:00,91585.96,91599.0,91574.84,91574.85,14.61505,2025-11-27 03:21:59.999000+00:00,1338608.0124494,2474,8.9142,816469.0398321,0
2025-11-27 03:22:00+00:00,91574.84,91578.78,91544.64,91546.04,8.60656,2025-11-27 03:22:59.999000+00:00,788010.2661632,4298,3.61325,330806.3131911,0
2025-11-27 03:23:00+00:00,91546.03,91546.04,91465.34,91466.0,5.28081,2025-11-27 03:23:59.999000+00:00,483265.828538,2682,1.57518,144155.4123224,0
2025-11-27 03:24:00+00:00,91466.0,91486.01,91456.45,91476.95,9.91097,2025-11-27 03:24:59.999000+00:00,906619.9967102,1905,4.56451,417508.1672767,0
2025-11-27 03:25:00+00:00,91476.94,91483.02,91426.78,91426.79,9.07012,2025-11-27 03:25:59.999000+00:00,829488.759668,2305,2.29741,210114.1389038,0
2025-11-27 03:26:00+00:00,91426.78,91456.0,91352.01,91352.01,16.92836,2025-11-27 03:26:59.999000+00:00,1547464.9939895,4508,11.10561,1015206.8451678,0
2025-11-27 03:27:00+00:00,91352.01,91383.91,91329.76,91383.9,13.34329,2025-11-27 03:27:59.999000+00:00,1218956.0908016,2624,7.24523,661947.4956526,0
2025-11-27 03:28:00+00:00,91383.9,91383.91,91329.76,91360.67,19.10155,2025-11-27 03:28:59.999000+00:00,1744755.7858176,3150,5.5733,509032.1167506,0
2025-11-27 03:29:00+00:00,91360.66,91360.66,91330.08,91334.53,10.22696,2025-11-27 03:29:59.999000+00:00,934100.8203382,2498,6.50764,594390.6124938,0
2025-11-27 03:30:00+00:00,91334.53,91334.53,91254.75,91254.75,10.47697,2025-11-27 03:30:59.999000+00:00,956412.6387608,4287,3.41419,311661.4436023,0
2025-11-27 03:31:00+00:00,91254.75,91264.53,91222.78,91236.5,10.6611,2025-11-27 03:31:59.999000+00:00,972736.4776778,5437,7.2722,663519.9489406,0
2025-11-27 03:32:00+00:00,91236.49,91245.6,91176.0,91176.0,14.75523,2025-11-27 03:32:59.999000+00:00,1345957.2577624,4326,4.56203,416147.4079702,0
2025-11-27 03:33:00+00:00,91176.01,91192.0,91125.53,91182.23,17.18943,2025-11-27 03:33:59.999000+00:00,1566913.7652481,6641,8.98135,818620.2529996,0
2025-11-27 03:34:00+00:00,91182.22,91186.32,91118.84,91133.58,25.24944,2025-11-27 03:34:59.999000+00:00,2301584.8993238,3986,7.69274,701268.9751949,0
2025-11-27 03:35:00+00:00,91133.58,91209.96,91113.23,91208.0,11.43131,2025-11-27 03:35:59.999000+00:00,1042133.3371121,4458,8.32322,758811.5733535,0
2025-11-27 03:36:00+00:00,91207.99,91208.49,91186.06,91186.06,5.89478,2025-11-27 03:36:59.999000+00:00,537587.5613833,1908,1.26059,114957.9959097,0
2025-11-27 03:37:00+00:00,91186.07,91189.13,91135.45,91139.24,4.51396,2025-11-27 03:37:59.999000+00:00,411490.0153749,2893,2.10312,191704.7886841,0
2025-11-27 03:38:00+00:00,91139.25,91225.9,91139.25,91225.9,11.15139,2025-11-27 03:38:59.999000+00:00,1016842.3923769,4001,4.62453,421674.7714711,0
2025-11-27 03:39:00+00:00,91225.9,91249.18,91180.0,91198.32,19.2833,2025-11-27 03:39:59.999000+00:00,1759140.6498346,4453,12.75876,1163907.340045,0
2025-11-27 03:40:00+00:00,91198.31,91248.16,91198.31,91198.32,8.45156,2025-11-27 03:40:59.999000+00:00,770972.6311316,3026,2.40661,219550.6869502,0
2025-11-27 03:41:00+00:00,91198.31,91246.92,91190.0,91241.23,7.96588,2025-11-27 03:41:59.999000+00:00,726598.4932105,2032,4.9498,451479.5239823,0
2025-11-27 03:42:00+00:00,91241.24,91260.0,91094.58,91163.85,80.85354,2025-11-27 03:42:59.999000+00:00,7369952.5840876,4662,5.87952,536044.1414245,0
2025-11-27 03:43:00+00:00,91163.85,91184.84,91128.14,91128.14,8.15234,2025-11-27 03:43:59.999000+00:00,743222.3217368,3441,1.67617,152814.3565011,0
2025-11-27 03:44:00+00:00,91128.14,91162.62,91088.76,91161.98,25.61545,2025-11-27 03:44:59.999000+00:00,2333786.6735656,4186,4.93302,449445.03004,0
2025-11-27 03:45:00+00:00,91161.99,91198.91,91100.47,91117.99,5.80268,2025-11-27 03:45:59.999000+00:00,528851.5641421,4605,2.381,217005.9666162,0
2025-11-27 03:46:00+00:00,91117.99,91124.0,91105.0,91105.0,7.76357,2025-11-27 03:46:59.999000+00:00,707343.2191921,1781,1.59698,145502.5468495,0
2025-11-27 03:47:00+00:00,91105.0,91105.01,91072.18,91072.19,16.07801,2025-11-27 03:47:59.999000+00:00,1464436.1008601,3213,8.28444,754516.3294334,0
2025-11-27 03:48:00+00:00,91072.18,91084.0,91044.14,91064.66,12.08547,2025-11-27 03:48:59.999000+00:00,1100504.5364696,4533,5.83954,531727.1460158,0
2025-11-27 03:49:00+00:00,91064.66,91100.0,91048.57,91099.99,21.48012,2025-11-27 03:49:59.999000+00:00,1956224.6808873,2588,16.17017,1472673.6290563,0
2025-11-27 03:50:00+00:00,91099.99,91137.67,91084.34,91125.15,14.15856,2025-11-27 03:50:59.999000+00:00,1289959.9036689,3629,11.64843,1061251.2167349,0
2025-11-27 03:51:00+00:00,91125.15,91135.79,91102.86,91114.57,12.1963,2025-11-27 03:51:59.999000+00:00,1111274.5110528,2688,5.01845,457253.3645534,0
2025-11-27 03:52:00+00:00,91114.57,91148.0,91114.57,91148.0,4.5436,2025-11-27 03:52:59.999000+00:00,414046.0048217,2534,2.1546,196341.0175899,0
2025-11-27 03:53:00+00:00,91148.01,91148.01,91127.45,91127.45,9.60599,2025-11-27 03:53:59.999000+00:00,875467.2989997,1003,1.9656,179131.2013576,0
2025-11-27 03:54:00+00:00,91127.46,91188.0,91127.45,91175.9,7.81223,2025-11-27 03:54:59.999000+00:00,712203.5563903,2175,3.88294,353975.4169689,0
2025-11-27 03:55:00+00:00,91175.91,91192.0,91146.99,91192.0,9.49562,2025-11-27 03:55:59.999000+00:00,865595.168462,3896,4.88712,445478.7198507,0
2025-11-27 03:56:00+00:00,91192.0,91221.7,91175.68,91221.69,7.27905,2025-11-27 03:56:59.999000+00:00,663870.0940111,3053,3.82369,348721.3371102,0
2025-11-27 03:57:00+00:00,91221.69,91221.69,91188.68,91188.68,3.87245,2025-11-27 03:57:59.999000+00:00,353177.1292591,1560,1.70619,155614.0852382,0
2025-11-27 03:58:00+00:00,91188.69,91188.69,91138.28,91148.13,9.01604,2025-11-27 03:58:59.999000+00:00,821889.1257383,1876,2.36768,215860.1190003,0
2025-11-27 03:59:00+00:00,91148.12,91163.4,91071.15,91091.68,9.02395,2025-11-27 03:59:59.999000+00:00,822145.6703931,2831,2.08787,190225.5701249,0
2025-11-27 04:00:00+00:00,91091.68,91123.69,91068.71,91083.83,10.53766,2025-11-27 04:00:59.999000+00:00,960034.6678144,3408,4.16749,379672.3643164,0
2025-11-27 04:01:00+00:00,91083.83,91117.43,91057.77,91085.99,7.97229,2025-11-27 04:01:59.999000+00:00,726198.8033152,3494,2.66355,242611.4449503,0
2025-11-27 04:02:00+00:00,91085.98,91090.52,91060.15,91060.15,5.56996,2025-11-27 04:02:59.999000+00:00,507278.0227087,1594,3.53162,321630.2617801,0
2025-11-27 04:03:00+00:00,91060.15,91078.47,91059.33,91064.22,8.93852,2025-11-27 04:03:59.999000+00:00,813969.073952,1521,5.42841,494318.4791771,0
2025-11-27 04:04:00+00:00,91064.22,91098.29,91060.24,91093.27,3.59939,2025-11-27 04:04:59.999000+00:00,327826.9667655,1730,1.55648,141769.8046468,0
2025-11-27 04:05:00+00:00,91093.27,91114.86,91082.1,91095.74,3.9304,2025-11-27 04:05:59.999000+00:00,358036.6707896,2741,2.07731,189222.3127104,0
2025-11-27 04:06:00+00:00,91095.74,91122.98,91093.29,91093.3,5.10447,2025-11-27 04:06:59.999000+00:00,465015.6070214,2100,1.35331,123295.2298968,0
2025-11-27 04:07:00+00:00,91093.29,91159.18,91092.44,91159.17,4.12882,2025-11-27 04:07:59.999000+00:00,376247.38221,2173,2.12389,193547.9217231,0
2025-11-27 04:08:00+00:00,91159.18,91181.93,91138.34,91141.98,2.12581,2025-11-27 04:08:59.999000+00:00,193774.1138471,2171,0.4672,42586.1346881,0
2025-11-27 04:09:00+00:00,91141.98,91179.47,91141.98,91179.47,4.33448,2025-11-27 04:09:59.999000+00:00,395142.6176984,3194,2.98528,272144.2804661,0
2025-11-27 04:10:00+00:00,91179.46,91260.0,91169.61,91259.99,12.70489,2025-11-27 04:10:59.999000+00:00,1158812.4698601,4723,7.8516,716100.0491065,0
2025-11-27 04:11:00+00:00,91260.0,91348.08,91259.99,91336.54,30.03815,2025-11-27 04:11:59.999000+00:00,2742741.7017091,5980,20.13269,1838245.5902108,0
2025-11-27 04:12:00+00:00,91336.54,91343.99,91288.01,91288.02,14.77478,2025-11-27 04:12:59.999000+00:00,1349292.9526737,3995,5.21932,476606.3692397,0
2025-11-27 04:13:00+00:00,91288.02,91341.66,91288.01,91339.06,10.40208,2025-11-27 04:13:59.999000+00:00,949967.9607573,3429,5.68154,518851.5716049,0
2025-11-27 04:14:00+00:00,91339.05,91353.85,91278.54,91289.98,11.07592,2025-11-27 04:14:59.999000+00:00,1011328.1425526,3672,1.43132,130698.2908017,0
2025-11-27 04:15:00+00:00,91289.99,91345.66,91280.96,91318.14,15.68041,2025-11-27 04:15:59.999000+00:00,1431641.9608216,3028,10.6611,973353.9876294,0
2025-11-27 04:16:00+00:00,91318.13,91340.41,91307.15,91324.43,4.11617,2025-11-27 04:16:59.999000+00:00,375915.4761976,2333,2.21564,202340.1617681,0
2025-11-27 04:17:00+00:00,91324.42,91324.42,91259.99,91292.45,6.38967,2025-11-27 04:17:59.999000+00:00,583250.0076134,4070,3.16506,288892.7051138,0
2025-11-27 04:18:00+00:00,91292.44,91299.72,91230.89,91230.89,11.35186,2025-11-27 04:18:59.999000+00:00,1036052.3326399,2498,3.71586,339196.9061216,0
2025-11-27 04:19:00+00:00,91230.89,91230.9,91204.32,91204.32,8.79204,2025-11-27 04:19:59.999000+00:00,801935.7769686,1929,3.51084,320231.2253685,0
2025-11-27 04:20:00+00:00,91204.33,91235.15,91200.0,91235.14,4.15699,2025-11-27 04:20:59.999000+00:00,379176.3746636,1473,2.99984,273625.8778479,0
2025-11-27 04:21:00+00:00,91235.15,91235.15,91184.05,91214.08,8.50775,2025-11-27 04:21:59.999000+00:00,775988.9244676,2420,1.61617,147391.1578734,0
2025-11-27 04:22:00+00:00,91214.08,91214.08,91200.0,91208.22,4.61219,2025-11-27 04:22:59.999000+00:00,420648.2977952,784,3.25225,296611.0116773,0
2025-11-27 04:23:00+00:00,91208.22,91230.0,91205.15,91230.0,13.68128,2025-11-27 04:23:59.999000+00:00,1247923.4610515,1383,9.75287,889605.2044245,0
2025-11-27 04:24:00+00:00,91230.0,91250.22,91200.0,91250.0,10.77268,2025-11-27 04:24:59.999000+00:00,982715.0727508,3307,6.17288,563107.2636939,0
2025-11-27 04:25:00+00:00,91250.0,91344.35,91250.0,91313.99,18.57686,2025-11-27 04:25:59.999000+00:00,1696294.2272347,3896,6.19932,565946.6047642,0
2025-11-27 04:26:00+00:00,91313.98,91346.69,91280.65,91306.33,12.82867,2025-11-27 04:26:59.999000+00:00,1171429.4054208,3012,7.13438,651403.4882103,0
2025-11-27 04:27:00+00:00,91306.33,91324.19,91213.5,91239.75,9.12324,2025-11-27 04:27:59.999000+00:00,832649.5471945,3654,1.77085,161600.959742,0
2025-11-27 04:28:00+00:00,91239.75,91239.75,91158.01,91158.02,6.29013,2025-11-27 04:28:59.999000+00:00,573528.0380494,2913,1.50082,136848.1262701,0
2025-11-27 04:29:00+00:00,91158.02,91169.23,91119.3,91125.69,6.71608,2025-11-27 04:29:59.999000+00:00,612148.6560303,2761,1.80027,164078.5829352,0
2025-11-27 04:30:00+00:00,91125.7,91135.24,91090.4,91104.07,15.67537,2025-11-27 04:30:59.999000+00:00,1428118.2189254,4435,8.43525,768483.4638254,0
2025-11-27 04:31:00+00:00,91104.06,91157.79,91088.89,91142.78,9.59386,2025-11-27 04:31:59.999000+00:00,874229.1449288,4422,4.72176,430243.549418,0
2025-11-27 04:32:00+00:00,91142.78,91186.84,91137.96,91149.46,5.56442,2025-11-27 04:32:59.999000+00:00,507220.6773265,3238,2.68894,245113.0846901,0
2025-11-27 04:33:00+00:00,91149.46,91186.69,91105.46,91105.46,13.16558,2025-11-27 04:33:59.999000+00:00,1200007.6150795,3633,3.55003,323555.8694297,0
2025-11-27 04:34:00+00:00,91105.45,91118.85,91075.0,91113.0,7.92216,2025-11-27 04:34:59.999000+00:00,721679.1306914,3098,1.91336,174300.496095,0
2025-11-27 04:35:00+00:00,91113.0,91149.99,91113.0,91127.94,14.67268,2025-11-27 04:35:59.999000+00:00,1337229.4793568,1965,11.23822,1024236.0057297,0
2025-11-27 04:36:00+00:00,91127.94,91145.73,91127.94,91132.8,6.46043,2025-11-27 04:36:59.999000+00:00,588757.2992627,1688,3.78516,344947.8189426,0
2025-11-27 04:37:00+00:00,91132.8,91211.79,91132.8,91211.79,9.96027,2025-11-27 04:37:59.999000+00:00,908051.3483361,2669,7.4391,678203.8770686,0
2025-11-27 04:38:00+00:00,91211.8,91300.0,91211.8,91258.41,7.27518,2025-11-27 04:38:59.999000+00:00,663959.1514291,4531,3.00425,274129.0792349,0
2025-11-27 04:39:00+00:00,91258.4,91258.4,91207.39,91249.97,7.25694,2025-11-27 04:39:59.999000+00:00,662059.1611479,4293,2.29259,209125.0896972,0
2025-11-27 04:40:00+00:00,91249.96,91249.97,91201.87,91211.98,8.09574,2025-11-27 04:40:59.999000+00:00,738464.9722524,2827,1.48575,135515.9390394,0
2025-11-27 04:41:00+00:00,91211.99,91211.99,91132.81,91132.81,14.73219,2025-11-27 04:41:59.999000+00:00,1343433.5580705,3990,0.54086,49315.0875816,0
2025-11-27 04:42:00+00:00,91132.8,91187.59,91121.89,91167.27,7.92666,2025-11-27 04:42:59.999000+00:00,722711.6068979,3043,4.09355,373221.8797877,0
2025-11-27 04:43:00+00:00,91167.27,91213.18,91157.74,91196.57,5.22103,2025-11-27 04:43:59.999000+00:00,476059.1659928,2877,2.76877,252445.9039516,0
2025-11-27 04:44:00+00:00,91196.57,91196.57,91156.07,91156.08,3.31621,2025-11-27 04:44:59.999000+00:00,302371.6548447,2174,0.97701,89088.0758059,0
2025-11-27 04:45:00+00:00,91156.08,91209.99,91156.07,91209.99,6.48447,2025-11-27 04:45:59.999000+00:00,591321.3942943,1716,5.0927,464404.1527947,0
2025-11-27 04:46:00+00:00,91209.99,91228.94,91169.49,91228.94,17.39445,2025-11-27 04:46:59.999000+00:00,1586290.0545743,2638,2.46789,225040.1146395,0
2025-11-27 04:47:00+00:00,91228.94,91259.97,91228.94,91254.6,5.44006,2025-11-27 04:47:59.999000+00:00,496404.5521949,2336,2.98262,272156.878873,0
2025-11-27 04:48:00+00:00,91254.61,91258.0,91235.99,91235.99,2.59506,2025-11-27 04:48:59.999000+00:00,236798.8186043,1338,1.03185,94157.7671973,0
2025-11-27 04:49:00+00:00,91236.0,91258.02,91235.99,91240.01,4.96597,2025-11-27 04:49:59.999000+00:00,453128.9754831,1479,1.1437,104358.0503279,0
2025-11-27 04:50:00+00:00,91240.01,91240.02,91204.4,91213.49,3.77402,2025-11-27 04:50:59.999000+00:00,344278.2170118,1209,1.74994,159635.3181437,0
2025-11-27 04:51:00+00:00,91213.5,91213.5,91178.66,91208.76,4.64847,2025-11-27 04:51:59.999000+00:00,423901.2085799,1997,2.68106,244475.8007921,0
2025-11-27 04:52:00+00:00,91208.76,91246.0,91196.38,91246.0,3.2533,2025-11-27 04:52:59.999000+00:00,296778.7813248,2418,2.83117,258274.633382,0
2025-11-27 04:53:00+00:00,91246.0,91275.93,91245.99,91257.4,4.57686,2025-11-27 04:53:59.999000+00:00,417678.132249,1862,2.80487,255959.2208284,0
2025-11-27 04:54:00+00:00,91257.4,91300.0,91249.1,91249.1,15.56988,2025-11-27 04:54:59.999000+00:00,1421049.8398256,2763,3.10051,282976.8488325,0
2025-11-27 04:55:00+00:00,91249.11,91253.44,91237.89,91253.43,7.25882,2025-11-27 04:55:59.999000+00:00,662305.6982963,914,4.04276,368866.5506386,0
2025-11-27 04:56:00+00:00,91253.44,91300.0,91253.43,91299.99,7.36873,2025-11-27 04:56:59.999000+00:00,672597.9445897,2135,6.09136,555983.6012243,0
2025-11-27 04:57:00+00:00,91300.0,91313.71,91279.68,91279.68,3.91872,2025-11-27 04:57:59.999000+00:00,357768.4388628,1690,2.37153,216520.7807481,0
2025-11-27 04:58:00+00:00,91279.68,91296.35,91274.66,91274.67,6.19333,2025-11-27 04:58:59.999000+00:00,565373.1876622,1154,4.55191,415527.9766867,0
2025-11-27 04:59:00+00:00,91274.67,91287.4,91274.66,91277.06,2.10607,2025-11-27 04:59:59.999000+00:00,192245.3504269,849,0.95419,87098.9434534,0
2025-11-27 05:00:00+00:00,91277.06,91277.06,91168.65,91168.65,13.78218,2025-11-27 05:00:59.999000+00:00,1257333.3463908,4517,5.93969,541842.6481225,0
2025-11-27 05:01:00+00:00,91168.66,91197.6,91154.0,91165.01,5.69987,2025-11-27 05:01:59.999000+00:00,519672.0602026,2694,2.78321,253748.3894023,0
2025-11-27 05:02:00+00:00,91165.0,91224.76,91165.0,91219.95,7.29716,2025-11-27 05:02:59.999000+00:00,665387.3640001,2551,6.00081,547158.7804853,0
2025-11-27 05:03:00+00:00,91219.95,91235.01,91214.0,91235.01,3.43405,2025-11-27 05:03:59.999000+00:00,313254.1794496,947,2.10477,191991.6831292,0
2025-11-27 05:04:00+00:00,91235.01,91285.72,91235.0,91248.92,7.83514,2025-11-27 05:04:59.999000+00:00,715004.9314623,3749,4.85486,443026.1940207,0
2025-11-27 05:05:00+00:00,91248.92,91258.12,91222.01,91243.61,4.1187,2025-11-27 05:05:59.999000+00:00,375778.3020542,1757,1.80962,165092.3311485,0
2025-11-27 05:06:00+00:00,91243.61,91319.39,91243.61,91312.31,6.66129,2025-11-27 05:06:59.999000+00:00,608035.0216291,2029,4.37721,399529.1831891,0
2025-11-27 05:07:00+00:00,91312.31,91333.0,91300.97,91300.99,5.20175,2025-11-27 05:07:59.999000+00:00,475013.3954083,2309,2.94824,269224.5374417,0
2025-11-27 05:08:00+00:00,91300.98,91307.99,91256.47,91256.47,6.42454,2025-11-27 05:08:59.999000+00:00,586464.1531401,2466,3.58629,327374.2920973,0
2025-11-27 05:09:00+00:00,91256.47,91256.48,91200.0,91207.54,3.87556,2025-11-27 05:09:59.999000+00:00,353495.0043428,1655,1.1947,108961.6416073,0
2025-11-27 05:10:00+00:00,91207.54,91212.69,91200.0,91212.23,4.19679,2025-11-27 05:10:59.999000+00:00,382778.3436287,1147,1.8419,167988.4358172,0
2025-11-27 05:11:00+00:00,91212.23,91222.01,91186.44,91200.0,6.97744,2025-11-27 05:11:59.999000+00:00,636345.7989725,2339,2.95665,269643.2015806,0
2025-11-27 05:12:00+00:00,91200.0,91279.2,91200.0,91253.0,4.59619,2025-11-27 05:12:59.999000+00:00,419402.0006752,2503,1.97284,179996.6762128,0
2025-11-27 05:13:00+00:00,91252.99,91293.01,91252.99,91289.34,4.38918,2025-11-27 05:13:59.999000+00:00,400627.8632995,1513,2.57689,235192.2532428,0
2025-11-27 05:14:00+00:00,91289.34,91319.84,91289.34,91298.36,5.53188,2025-11-27 05:14:59.999000+00:00,505062.8447358,1920,2.41965,220909.5509222,0
2025-11-27 05:15:00+00:00,91298.36,91311.12,91273.0,91288.97,6.73242,2025-11-27 05:15:59.999000+00:00,614663.2059667,1813,2.44545,223257.3559758,0
2025-11-27 05:16:00+00:00,91288.96,91303.21,91241.62,91249.96,4.50519,2025-11-27 05:16:59.999000+00:00,411164.9595436,2702,1.38419,126318.5306424,0
2025-11-27 05:17:00+00:00,91249.97,91284.42,91249.96,91253.35,3.652,2025-11-27 05:17:59.999000+00:00,333316.84879,2142,2.81982,257361.4220514,0
2025-11-27 05:18:00+00:00,91253.34,91288.3,91241.62,91282.01,4.58814,2025-11-27 05:18:59.999000+00:00,418708.6183694,1538,2.05271,187318.7741071,0
2025-11-27 05:19:00+00:00,91282.0,91282.01,91242.0,91242.0,2.4257,2025-11-27 05:19:59.999000+00:00,221380.3092014,1334,1.44798,132149.6381568,0
2025-11-27 05:20:00+00:00,91242.01,91323.15,91242.01,91270.81,7.63606,2025-11-27 05:20:59.999000+00:00,697117.9522611,2886,4.82205,440173.368988,0
2025-11-27 05:21:00+00:00,91270.8,91292.67,91251.15,91292.67,6.58663,2025-11-27 05:21:59.999000+00:00,601173.7498615,2539,5.46099,498438.7115249,0
2025-11-27 05:22:00+00:00,91292.67,91315.42,91292.67,91301.8,1.17975,2025-11-27 05:22:59.999000+00:00,107715.3848495,1334,0.67541,61665.912928,0
2025-11-27 05:23:00+00:00,91301.79,91447.97,91301.79,91440.55,32.37952,2025-11-27 05:23:59.999000+00:00,2959394.1531904,5855,26.71653,2441800.6458367,0
2025-11-27 05:24:00+00:00,91440.56,91500.0,91440.55,91494.32,50.00425,2025-11-27 05:24:59.999000+00:00,4573957.7524486,4030,34.6406,3168334.7518601,0
2025-11-27 05:25:00+00:00,91494.33,91554.49,91485.55,91512.47,28.12662,2025-11-27 05:25:59.999000+00:00,2574253.2594456,2903,21.58446,1975445.9909426,0
2025-11-27 05:26:00+00:00,91512.46,91528.49,91440.55,91447.65,14.74166,2025-11-27 05:26:59.999000+00:00,1348680.0392864,4154,5.93105,542529.789352,0
2025-11-27 05:27:00+00:00,91447.65,91515.35,91440.55,91486.69,8.40656,2025-11-27 05:27:59.999000+00:00,769024.1705558,3559,3.83244,350565.3523035,0
2025-11-27 05:28:00+00:00,91486.69,91528.3,91470.9,91524.33,14.12353,2025-11-27 05:28:59.999000+00:00,1292358.5197574,2612,13.40532,1226642.7460259,0
2025-11-27 05:29:00+00:00,91524.33,91533.94,91478.95,91489.02,12.60743,2025-11-27 05:29:59.999000+00:00,1153658.485337,3216,7.66993,701764.2373262,0
2025-11-27 05:30:00+00:00,91489.02,91489.02,91406.31,91446.33,12.20879,2025-11-27 05:30:59.999000+00:00,1116422.5231403,3768,4.10847,375643.5287266,0
2025-11-27 05:31:00+00:00,91446.32,91475.68,91434.62,91436.84,13.43344,2025-11-27 05:31:59.999000+00:00,1228549.8665408,3119,4.90289,448373.7593653,0
